superfamily,locus,gene model confidence,inferred-by-rule,classification
bHLH,TraesCS5A02G049600,high,t,TF
bHLH,TraesCS5A02G225700,high,t,TF
bHLH,TraesCS5A02G230500,high,t,TF
bHLH,TraesCS5A02G245600,high,t,TF
bHLH,TraesCS5A02G248200,high,t,TF
bHLH,TraesCS5A02G251400,high,t,TF
bHLH,TraesCS5A02G264800,high,t,TF
bHLH,TraesCS5A02G306200,high,t,TF
bHLH,TraesCS5A02G306400,high,t,TF
bHLH,TraesCS5A02G306500,high,t,TF
bHLH,TraesCS5A02G306600,high,t,TF
bHLH,TraesCS5A02G306700,high,t,TF
bHLH,TraesCS5A02G376500,high,t,TF
bHLH,TraesCS5A02G420200,high,t,TF
bHLH,TraesCS5A02G489500,high,t,TF
bHLH,TraesCS5A02G503300,high,t,TF
bHLH,TraesCS5A02G503400,high,t,TF
bHLH,TraesCS5A02G503500,high,t,TF
bHLH,TraesCS5A02G515800,high,t,TF
bHLH,TraesCS5A02G558500,high,t,TF
bHLH,TraesCS5B02G013000,high,t,TF
bHLH,TraesCS5B02G054800,high,t,TF
bHLH,TraesCS5B02G229000,high,t,TF
bHLH,TraesCS5B02G243000,high,t,TF
bHLH,TraesCS5B02G245900,high,t,TF
bHLH,TraesCS5B02G249500,high,t,TF
bHLH,TraesCS5B02G264300,high,t,TF
bHLH,TraesCS5B02G306800,high,t,TF
bHLH,TraesCS5B02G307000,high,t,TF
bHLH,TraesCS5B02G307100,high,t,TF
bHLH,TraesCS5B02G380200,high,t,TF
bHLH,TraesCS5B02G422000,high,t,TF
bHLH,TraesCS5B02G518400,high,t,TF
bHLH,TraesCS5B02G518500,high,t,TF
bHLH,TraesCS5D02G020600,high,t,TF
bHLH,TraesCS5D02G060300,high,t,TF
bHLH,TraesCS5D02G237300,high,t,TF
bHLH,TraesCS5D02G252300,high,t,TF
bHLH,TraesCS5D02G255100,high,t,TF
bHLH,TraesCS5D02G259300,high,t,TF
bHLH,TraesCS5D02G272800,high,t,TF
bHLH,TraesCS5D02G313500,high,t,TF
bHLH,TraesCS5D02G313600,high,t,TF
bHLH,TraesCS5D02G313700,high,t,TF
bHLH,TraesCS5D02G386500,high,t,TF
bHLH,TraesCS5D02G428400,high,t,TF
bHLH,TraesCS5D02G517900,high,t,TF
bHLH,TraesCS6A02G071200,high,t,TF
bHLH,TraesCS6A02G071300,high,t,TF
bHLH,TraesCS6A02G114100,high,t,TF
bHLH,TraesCS6A02G190600,high,t,TF
bHLH,TraesCS6A02G214900,high,t,TF
bHLH,TraesCS6A02G264200,high,t,TF
bHLH,TraesCS6A02G268800,high,t,TF
bHLH,TraesCS6A02G288100,high,t,TF
bHLH,TraesCS6A02G315700,high,t,TF
bHLH,TraesCS6A02G335500,high,t,TF
bHLH,TraesCS6A02G358400,high,t,TF
bHLH,TraesCS6A02G373500,high,t,TF
bHLH,TraesCS6B02G095600,high,t,TF
bHLH,TraesCS6B02G095700,high,t,TF
bHLH,TraesCS6B02G142000,high,t,TF
bHLH,TraesCS6B02G244800,high,t,TF
bHLH,TraesCS6B02G291200,high,t,TF
bHLH,TraesCS6B02G295900,high,t,TF
bHLH,TraesCS6B02G317600,high,t,TF
bHLH,TraesCS6B02G346100,high,t,TF
bHLH,TraesCS6B02G366200,high,t,TF
bHLH,TraesCS6B02G391100,high,t,TF
bHLH,TraesCS6B02G411300,high,t,TF
bHLH,TraesCS6D02G069300,high,t,TF
bHLH,TraesCS6D02G069400,high,t,TF
bHLH,TraesCS6D02G246100,high,t,TF
bHLH,TraesCS6D02G250700,high,t,TF
bHLH,TraesCS6D02G270900,high,t,TF
bHLH,TraesCS6D02G294900,high,t,TF
bHLH,TraesCS6D02G315200,high,t,TF
bHLH,TraesCS6D02G341200,high,t,TF
bHLH,TraesCS6D02G357700,high,t,TF
bHLH,TraesCS7A02G126900,high,t,TF
bHLH,TraesCS7A02G147500,high,t,TF
bHLH,TraesCS7A02G245800,high,t,TF
bHLH,TraesCS7A02G311800,high,t,TF
bHLH,TraesCS7A02G340300,high,t,TF
bHLH,TraesCS7A02G350900,high,t,TF
bHLH,TraesCS7A02G362500,high,t,TF
bHLH,TraesCS7A02G421000,high,t,TF
bHLH,TraesCS7A02G543300,high,t,TF
bHLH,TraesCS7A02G558700,high,t,TF
bHLH,TraesCS7B02G026300,high,t,TF
bHLH,TraesCS7B02G145800,high,t,TF
bHLH,TraesCS7B02G211600,high,t,TF
bHLH,TraesCS7B02G232000,high,t,TF
bHLH,TraesCS7B02G251900,high,t,TF
bHLH,TraesCS7B02G265900,high,t,TF
bHLH,TraesCS7B02G321400,high,t,TF
bHLH,TraesCS7B02G465400,high,t,TF
bHLH,TraesCS7B02G483600,high,t,TF
bHLH,TraesCS7D02G102200,high,t,TF
bHLH,TraesCS7D02G124700,high,t,TF
bHLH,TraesCS7D02G149400,high,t,TF
bHLH,TraesCS7D02G244300,high,t,TF
bHLH,TraesCS7D02G308300,high,t,TF
bHLH,TraesCS7D02G327900,high,t,TF
bHLH,TraesCS7D02G347900,high,t,TF
bHLH,TraesCS7D02G360600,high,t,TF
bHLH,TraesCS7D02G529200,high,t,TF
bHLH,TraesCSU01G029400,high,t,TF
bHLH,TraesCSU01G069300,high,t,TF
bHLH,TraesCSU01G069400,high,t,TF
bHLH,TraesCSU01G075100,high,t,TF
bHLH,TraesCSU01G075200,high,t,TF
bHLH,TraesCSU01G116000,high,t,TF
bHLH,TraesCSU01G138900,high,t,TF
bHLH,TraesCSU01G222600,high,t,TF
bHLH,TraesCSU01G228400,high,t,TF
bHLH,TraesCSU01G237100,high,t,TF
bHLH-TCP,TraesCS1A02G332600,high,t,TF
bHLH-TCP,TraesCS1B02G346300,high,t,TF
bHLH-TCP,TraesCS1D02G335300,high,t,TF
bHLH-TCP,TraesCS2A02G018000,high,t,TF
bHLH-TCP,TraesCS2A02G251100,high,t,TF
bHLH-TCP,TraesCS2A02G376000,high,t,TF
bHLH-TCP,TraesCS2B02G025700,high,t,TF
bHLH-TCP,TraesCS2B02G062900,high,t,TF
bHLH-TCP,TraesCS2B02G265800,high,t,TF
bHLH-TCP,TraesCS2B02G392900,high,t,TF
bHLH-TCP,TraesCS2D02G019300,high,t,TF
bHLH-TCP,TraesCS2D02G049400,high,t,TF
bHLH-TCP,TraesCS2D02G252100,high,t,TF
bHLH-TCP,TraesCS2D02G372200,high,t,TF
bHLH-TCP,TraesCS3A02G140100,high,t,TF
bHLH-TCP,TraesCS3A02G302900,high,t,TF
bHLH-TCP,TraesCS3A02G436100,high,t,TF
bHLH-TCP,TraesCS3B02G164500,high,t,TF
bHLH-TCP,TraesCS3B02G333400,high,t,TF
bHLH-TCP,TraesCS3B02G470700,high,t,TF
bHLH-TCP,TraesCS3D02G146900,high,t,TF
bHLH-TCP,TraesCS3D02G298900,high,t,TF
bHLH-TCP,TraesCS3D02G428700,high,t,TF
bHLH-TCP,TraesCS4A02G222700,high,t,TF
bHLH-TCP,TraesCS4A02G271300,high,t,TF
bHLH-TCP,TraesCS4A02G355900,high,t,TF
bHLH-TCP,TraesCS4B02G042700,high,t,TF
bHLH-TCP,TraesCS4B02G093700,high,t,TF
bHLH-TCP,TraesCS4D02G040100,high,t,TF
bHLH-TCP,TraesCS4D02G090500,high,t,TF
bHLH-TCP,TraesCS5A02G001900,high,t,TF
bHLH-TCP,TraesCS5A02G031900,high,t,TF
bHLH-TCP,TraesCS5A02G121800,high,t,TF
bHLH-TCP,TraesCS5A02G207300,high,t,TF
bHLH-TCP,TraesCS5A02G309300,high,t,TF
bHLH-TCP,TraesCS5A02G423900,high,t,TF
bHLH-TCP,TraesCS5B02G002300,high,t,TF
bHLH-TCP,TraesCS5B02G032000,high,t,TF
bHLH-TCP,TraesCS5B02G117100,high,t,TF
bHLH-TCP,TraesCS5B02G205600,high,t,TF
bHLH-TCP,TraesCS5B02G310000,high,t,TF
bHLH-TCP,TraesCS5B02G426200,high,t,TF
bHLH-TCP,TraesCS5B02G516200,high,t,TF
bHLH-TCP,TraesCS5D02G002300,high,t,TF
bHLH-TCP,TraesCS5D02G040100,high,t,TF
bHLH-TCP,TraesCS5D02G213400,high,t,TF
bHLH-TCP,TraesCS5D02G316300,high,t,TF
bHLH-TCP,TraesCS5D02G432500,high,t,TF
bHLH-TCP,TraesCS5D02G516300,high,t,TF
bHLH-TCP,TraesCS6A02G233800,high,t,TF
bHLH-TCP,TraesCS6A02G306500,high,t,TF
bHLH-TCP,TraesCS6A02G412800,high,t,TF
bHLH-TCP,TraesCS6B02G262600,high,t,TF
bHLH-TCP,TraesCS6B02G334900,high,t,TF
bHLH-TCP,TraesCS6B02G462100,high,t,TF
bHLH-TCP,TraesCS6D02G216100,high,t,TF
bHLH-TCP,TraesCS6D02G285600,high,t,TF
bHLH-TCP,TraesCS6D02G397000,high,t,TF
bHLH-TCP,TraesCS7B02G091900,high,t,TF
bHLH-TCP,TraesCS7D02G187600,high,t,TF
C2C2-CO-like,TraesCS7A02G211300,high,f,TF
C2C2-CO-like,TraesCS7B02G118300,high,f,TF
C2C2-CO-like,TraesCS7B02G125500,high,f,TF
C2C2-CO-like,TraesCS7D02G213000,high,f,TF
C2C2-CO-like,TraesCS2A02G353900,high,t,TF
C2C2-CO-like,TraesCS2B02G372000,high,t,TF
C2C2-CO-like,TraesCS2D02G351900,high,t,TF
C2C2-CO-like,TraesCS4A02G268500,high,t,TF
C2C2-CO-like,TraesCS4B02G045700,high,t,TF
C2C2-CO-like,TraesCS4D02G046200,high,t,TF
C2C2-CO-like,TraesCS5B02G163500,high,t,TF
C2C2-CO-like,TraesCS6A02G150900,high,t,TF
C2C2-CO-like,TraesCS6A02G218900,high,t,TF
C2C2-CO-like,TraesCS6A02G289400,high,t,TF
C2C2-CO-like,TraesCS6A02G293200,high,t,TF
C2C2-CO-like,TraesCS6B02G179000,high,t,TF
C2C2-CO-like,TraesCS6B02G248400,high,t,TF
C2C2-CO-like,TraesCS6B02G319500,high,t,TF
C2C2-CO-like,TraesCS6B02G323400,high,t,TF
C2C2-CO-like,TraesCS6D02G140900,high,t,TF
C2C2-CO-like,TraesCS6D02G202000,high,t,TF
C2C2-CO-like,TraesCS6D02G269500,high,t,TF
C2C2-CO-like,TraesCS6D02G274100,high,t,TF
C2C2-CO-like,TraesCS7A02G206200,high,t,TF
C2C2-CO-like,TraesCS7A02G218600,high,t,TF
C2C2-CO-like,TraesCS7B02G113400,high,t,TF
C2C2-CO-like,TraesCS7B02G400600,high,t,TF
C2C2-CO-like,TraesCS7D02G209000,high,t,TF
C2C2-CO-like,TraesCS7D02G220300,high,t,TF
C2C2-CO-like,TraesCS7D02G484400,high,t,TF
C2C2-Dof,TraesCS1B02G185700,high,f,TF
C2C2-Dof,TraesCS6A02G233700,high,f,TF
C2C2-Dof,TraesCS1A02G035200,high,t,TF
C2C2-Dof,TraesCS1A02G171300,high,t,TF
C2C2-Dof,TraesCS1A02G275000,high,t,TF
C2C2-Dof,TraesCS1A02G334100,high,t,TF
C2C2-Dof,TraesCS1B02G045000,high,t,TF
C2C2-Dof,TraesCS1B02G185900,high,t,TF
C2C2-Dof,TraesCS1B02G284300,high,t,TF
C2C2-Dof,TraesCS1B02G347400,high,t,TF
C2C2-Dof,TraesCS1D02G036700,high,t,TF
C2C2-Dof,TraesCS1D02G274700,high,t,TF
C2C2-Dof,TraesCS1D02G336600,high,t,TF
C2C2-Dof,TraesCS2A02G079200,high,t,TF
C2C2-Dof,TraesCS2A02G100800,high,t,TF
C2C2-Dof,TraesCS2A02G225900,high,t,TF
C2C2-Dof,TraesCS2A02G402200,high,t,TF
C2C2-Dof,TraesCS2A02G590700,high,t,TF
C2C2-Dof,TraesCS2A02G590800,high,t,TF
C2C2-Dof,TraesCS2A02G591000,high,t,TF
C2C2-Dof,TraesCS2A02G591100,high,t,TF
C2C2-Dof,TraesCS2A02G591200,high,t,TF
C2C2-Dof,TraesCS2B02G094000,high,t,TF
C2C2-Dof,TraesCS2B02G118000,high,t,TF
C2C2-Dof,TraesCS2B02G249200,high,t,TF
C2C2-Dof,TraesCS2B02G420400,high,t,TF
C2C2-Dof,TraesCS2B02G592600,high,t,TF
C2C2-Dof,TraesCS2B02G592700,high,t,TF
C2C2-Dof,TraesCS2B02G592800,high,t,TF
C2C2-Dof,TraesCS2B02G592900,high,t,TF
C2C2-Dof,TraesCS2D02G076600,high,t,TF
C2C2-Dof,TraesCS2D02G100300,high,t,TF
C2C2-Dof,TraesCS2D02G231600,high,t,TF
C2C2-Dof,TraesCS2D02G399500,high,t,TF
C2C2-Dof,TraesCS2D02G563000,high,t,TF
C2C2-Dof,TraesCS2D02G563100,high,t,TF
C2C2-Dof,TraesCS2D02G563200,high,t,TF
C2C2-Dof,TraesCS2D02G563400,high,t,TF
C2C2-Dof,TraesCS3A02G106500,high,t,TF
C2C2-Dof,TraesCS3A02G180600,high,t,TF
C2C2-Dof,TraesCS3A02G189600,high,t,TF
C2C2-Dof,TraesCS3A02G271700,high,t,TF
C2C2-Dof,TraesCS3A02G306800,high,t,TF
C2C2-Dof,TraesCS3A02G377000,high,t,TF
C2C2-Dof,TraesCS3A02G403500,high,t,TF
C2C2-Dof,TraesCS3A02G532000,high,t,TF
C2C2-Dof,TraesCS3A02G532100,high,t,TF
C2C2-Dof,TraesCS3A02G532200,high,t,TF
C2C2-Dof,TraesCS3A02G539000,high,t,TF
C2C2-Dof,TraesCS3B02G125100,high,t,TF
C2C2-Dof,TraesCS3B02G210300,high,t,TF
C2C2-Dof,TraesCS3B02G305400,high,t,TF
C2C2-Dof,TraesCS3B02G329700,high,t,TF
C2C2-Dof,TraesCS3B02G409600,high,t,TF
C2C2-Dof,TraesCS3B02G608800,high,t,TF
C2C2-Dof,TraesCS3B02G608900,high,t,TF
C2C2-Dof,TraesCS3B02G609000,high,t,TF
C2C2-Dof,TraesCS3B02G609100,high,t,TF
C2C2-Dof,TraesCS3D02G108600,high,t,TF
C2C2-Dof,TraesCS3D02G185500,high,t,TF
C2C2-Dof,TraesCS3D02G193100,high,t,TF
C2C2-Dof,TraesCS3D02G271300,high,t,TF
C2C2-Dof,TraesCS3D02G295100,high,t,TF
C2C2-Dof,TraesCS3D02G370100,high,t,TF
C2C2-Dof,TraesCS3D02G537400,high,t,TF
C2C2-Dof,TraesCS3D02G537500,high,t,TF
C2C2-Dof,TraesCS4A02G017700,high,t,TF
C2C2-Dof,TraesCS4A02G097800,high,t,TF
C2C2-Dof,TraesCS4A02G234000,high,t,TF
C2C2-Dof,TraesCS4B02G081500,high,t,TF
C2C2-Dof,TraesCS4B02G206800,high,t,TF
C2C2-Dof,TraesCS4B02G286400,high,t,TF
C2C2-Dof,TraesCS4D02G080100,high,t,TF
C2C2-Dof,TraesCS4D02G207600,high,t,TF
C2C2-Dof,TraesCS4D02G285100,high,t,TF
C2C2-Dof,TraesCS5A02G078100,high,t,TF
C2C2-Dof,TraesCS5A02G155900,high,t,TF
C2C2-Dof,TraesCS5A02G251800,high,t,TF
C2C2-Dof,TraesCS5A02G401800,high,t,TF
C2C2-Dof,TraesCS5A02G479400,high,t,TF
C2C2-Dof,TraesCS5B02G087600,high,t,TF
C2C2-Dof,TraesCS5B02G154100,high,t,TF
C2C2-Dof,TraesCS5B02G249800,high,t,TF
C2C2-Dof,TraesCS5B02G406500,high,t,TF
C2C2-Dof,TraesCS5B02G492600,high,t,TF
C2C2-Dof,TraesCS5D02G093800,high,t,TF
C2C2-Dof,TraesCS5D02G161000,high,t,TF
C2C2-Dof,TraesCS5D02G259700,high,t,TF
C2C2-Dof,TraesCS5D02G412000,high,t,TF
C2C2-Dof,TraesCS5D02G493000,high,t,TF
C2C2-Dof,TraesCS6A02G255500,high,t,TF
C2C2-Dof,TraesCS6A02G274000,high,t,TF
C2C2-Dof,TraesCS6A02G287700,high,t,TF
C2C2-Dof,TraesCS6B02G270100,high,t,TF
C2C2-Dof,TraesCS6B02G301500,high,t,TF
C2C2-Dof,TraesCS6B02G317100,high,t,TF
C2C2-Dof,TraesCS6D02G236700,high,t,TF
C2C2-Dof,TraesCS6D02G254200,high,t,TF
C2C2-Dof,TraesCS6D02G268400,high,t,TF
C2C2-Dof,TraesCS7A02G213400,high,t,TF
C2C2-Dof,TraesCS7B02G120600,high,t,TF
C2C2-Dof,TraesCS7D02G215300,high,t,TF
C2C2-GATA,TraesCS1A02G097300,high,t,TF
C2C2-GATA,TraesCS1A02G144400,high,t,TF
C2C2-GATA,TraesCS1A02G221600,high,t,TF
C2C2-GATA,TraesCS1A02G285100,high,t,TF
C2C2-GATA,TraesCS1A02G340900,high,t,TF
C2C2-GATA,TraesCS1A02G418200,high,t,TF
C2C2-GATA,TraesCS1B02G126600,high,t,TF
C2C2-GATA,TraesCS1B02G161800,high,t,TF
C2C2-GATA,TraesCS1B02G234800,high,t,TF
C2C2-GATA,TraesCS1B02G353700,high,t,TF
C2C2-GATA,TraesCS1B02G448200,high,t,TF
C2C2-GATA,TraesCS1D02G106100,high,t,TF
C2C2-GATA,TraesCS1D02G143500,high,t,TF
C2C2-GATA,TraesCS1D02G223200,high,t,TF
C2C2-GATA,TraesCS1D02G284100,high,t,TF
C2C2-GATA,TraesCS1D02G343000,high,t,TF
C2C2-GATA,TraesCS1D02G425900,high,t,TF
C2C2-GATA,TraesCS2A02G388300,high,t,TF
C2C2-GATA,TraesCS2A02G391700,high,t,TF
C2C2-GATA,TraesCS2A02G520600,high,t,TF
C2C2-GATA,TraesCS2A02G561200,high,t,TF
C2C2-GATA,TraesCS2A02G561300,high,t,TF
C2C2-GATA,TraesCS2A02G561400,high,t,TF
C2C2-GATA,TraesCS2B02G406400,high,t,TF
C2C2-GATA,TraesCS2B02G410200,high,t,TF
C2C2-GATA,TraesCS2B02G618400,high,t,TF
C2C2-GATA,TraesCS2B02G618500,high,t,TF
C2C2-GATA,TraesCS2B02G618600,high,t,TF
C2C2-GATA,TraesCS2D02G386100,high,t,TF
C2C2-GATA,TraesCS2D02G390000,high,t,TF
C2C2-GATA,TraesCS2D02G568500,high,t,TF
C2C2-GATA,TraesCS2D02G568600,high,t,TF
C2C2-GATA,TraesCS3A02G240800,high,t,TF
C2C2-GATA,TraesCS3A02G274900,high,t,TF
C2C2-GATA,TraesCS3A02G538400,high,t,TF
C2C2-GATA,TraesCS3B02G269000,high,t,TF
C2C2-GATA,TraesCS3B02G308500,high,t,TF
C2C2-GATA,TraesCS3B02G603900,high,t,TF
C2C2-GATA,TraesCS3D02G241100,high,t,TF
C2C2-GATA,TraesCS3D02G274600,high,t,TF
C2C2-GATA,TraesCS3D02G544000,high,t,TF
C2C2-GATA,TraesCS4A02G221100,high,t,TF
C2C2-GATA,TraesCS4A02G364700,high,t,TF
C2C2-GATA,TraesCS4A02G409600,high,t,TF
C2C2-GATA,TraesCS4B02G099500,high,t,TF
C2C2-GATA,TraesCS4B02G374400,high,t,TF
C2C2-GATA,TraesCS4D02G095700,high,t,TF
C2C2-GATA,TraesCS4D02G362800,high,t,TF
C2C2-GATA,TraesCS5A02G022100,high,t,TF
C2C2-GATA,TraesCS5A02G118500,high,t,TF
C2C2-GATA,TraesCS5A02G538600,high,t,TF
C2C2-GATA,TraesCS5B02G018600,high,t,TF
C2C2-GATA,TraesCS5B02G117700,high,t,TF
C2C2-GATA,TraesCS5B02G508800,high,t,TF
C2C2-GATA,TraesCS5D02G027700,high,t,TF
C2C2-GATA,TraesCS5D02G129900,high,t,TF
C2C2-GATA,TraesCS5D02G508800,high,t,TF
C2C2-GATA,TraesCS6A02G185900,high,t,TF
C2C2-GATA,TraesCS6A02G239200,high,t,TF
C2C2-GATA,TraesCS6A02G374600,high,t,TF
C2C2-GATA,TraesCS6B02G214900,high,t,TF
C2C2-GATA,TraesCS6B02G285300,high,t,TF
C2C2-GATA,TraesCS6B02G412300,high,t,TF
C2C2-GATA,TraesCS6D02G173000,high,t,TF
C2C2-GATA,TraesCS6D02G221600,high,t,TF
C2C2-GATA,TraesCS6D02G358700,high,t,TF
C2C2-GATA,TraesCS7A02G363100,high,t,TF
C2C2-GATA,TraesCS7B02G264800,high,t,TF
C2C2-GATA,TraesCS7D02G359900,high,t,TF
C2C2-YABBY,TraesCS1A02G176300,high,t,TF
C2C2-YABBY,TraesCS1B02G203800,high,t,TF
C2C2-YABBY,TraesCS1D02G162600,high,t,TF
C2C2-YABBY,TraesCS2A02G197200,high,t,TF
C2C2-YABBY,TraesCS2A02G386200,high,t,TF
C2C2-YABBY,TraesCS2B02G224700,high,t,TF
C2C2-YABBY,TraesCS2B02G403100,high,t,TF
C2C2-YABBY,TraesCS2D02G205100,high,t,TF
C2C2-YABBY,TraesCS2D02G382700,high,t,TF
C2C2-YABBY,TraesCS4A02G058800,high,t,TF
C2C2-YABBY,TraesCS4B02G245900,high,t,TF
C2C2-YABBY,TraesCS4D02G245300,high,t,TF
C2C2-YABBY,TraesCS5A02G025900,high,t,TF
C2C2-YABBY,TraesCS5A02G371500,high,t,TF
C2C2-YABBY,TraesCS5B02G025100,high,t,TF
C2C2-YABBY,TraesCS5B02G373600,high,t,TF
C2C2-YABBY,TraesCS5D02G033700,high,t,TF
C2C2-YABBY,TraesCS5D02G380900,high,t,TF
C2C2-YABBY,TraesCS6A02G237700,high,t,TF
C2C2-YABBY,TraesCS6B02G266200,high,t,TF
C2C2-YABBY,TraesCS6D02G220400,high,t,TF
C3H,TraesCS1A02G087300,high,t,TF
C3H,TraesCS1A02G397300,high,t,TF
C3H,TraesCS1A02G414300,high,t,TF
C3H,TraesCS1A02G414400,high,t,TF
C3H,TraesCS1A02G445600,high,t,TF
C3H,TraesCS1B02G018400,high,t,TF
C3H,TraesCS1B02G106200,high,t,TF
C3H,TraesCS1B02G106700,high,t,TF
C3H,TraesCS1B02G150600,high,t,TF
C3H,TraesCS1B02G425600,high,t,TF
C3H,TraesCS1B02G444400,high,t,TF
C3H,TraesCS1B02G444500,high,t,TF
C3H,TraesCS1B02G480400,high,t,TF
C3H,TraesCS1D02G405300,high,t,TF
C3H,TraesCS1D02G421700,high,t,TF
C3H,TraesCS1D02G421800,high,t,TF
C3H,TraesCS1D02G453900,high,t,TF
C3H,TraesCS2A02G039200,high,t,TF
C3H,TraesCS2A02G102300,high,t,TF
C3H,TraesCS2A02G143700,high,t,TF
C3H,TraesCS2A02G199900,high,t,TF
C3H,TraesCS2A02G307700,high,t,TF
C3H,TraesCS2A02G488000,high,t,TF
C3H,TraesCS2B02G051800,high,t,TF
C3H,TraesCS2B02G119400,high,t,TF
C3H,TraesCS2B02G168700,high,t,TF
C3H,TraesCS2B02G218000,high,t,TF
C3H,TraesCS2B02G227500,high,t,TF
C3H,TraesCS2B02G324300,high,t,TF
C3H,TraesCS2B02G515600,high,t,TF
C3H,TraesCS2D02G101800,high,t,TF
C3H,TraesCS2D02G147300,high,t,TF
C3H,TraesCS2D02G207800,high,t,TF
C3H,TraesCS2D02G306100,high,t,TF
C3H,TraesCS2D02G488300,high,t,TF
C3H,TraesCS3A02G128400,high,t,TF
C3H,TraesCS3A02G164000,high,t,TF
C3H,TraesCS3A02G178700,high,t,TF
C3H,TraesCS3A02G179200,high,t,TF
C3H,TraesCS3A02G205900,high,t,TF
C3H,TraesCS3A02G221900,high,t,TF
C3H,TraesCS3A02G232500,high,t,TF
C3H,TraesCS3A02G246800,high,t,TF
C3H,TraesCS3A02G423200,high,t,TF
C3H,TraesCS3B02G201900,high,t,TF
C3H,TraesCS3B02G205900,high,t,TF
C3H,TraesCS3B02G206400,high,t,TF
C3H,TraesCS3B02G237800,high,t,TF
C3H,TraesCS3B02G251700,high,t,TF
C3H,TraesCS3B02G261800,high,t,TF
C3H,TraesCS3B02G272500,high,t,TF
C3H,TraesCS3B02G458800,high,t,TF
C3H,TraesCS3D02G177700,high,t,TF
C3H,TraesCS3D02G181900,high,t,TF
C3H,TraesCS3D02G182200,high,t,TF
C3H,TraesCS3D02G209700,high,t,TF
C3H,TraesCS3D02G220700,high,t,TF
C3H,TraesCS3D02G231200,high,t,TF
C3H,TraesCS3D02G244700,high,t,TF
C3H,TraesCS3D02G418400,high,t,TF
C3H,TraesCS4A02G082400,high,t,TF
C3H,TraesCS4A02G117400,high,t,TF
C3H,TraesCS4A02G190800,high,t,TF
C3H,TraesCS4A02G276700,high,t,TF
C3H,TraesCS4B02G037000,high,t,TF
C3H,TraesCS4B02G048300,high,t,TF
C3H,TraesCS4B02G124600,high,t,TF
C3H,TraesCS4B02G187000,high,t,TF
C3H,TraesCS4B02G221600,high,t,TF
C3H,TraesCS4D02G034300,high,t,TF
C3H,TraesCS4D02G122500,high,t,TF
C3H,TraesCS4D02G188300,high,t,TF
C3H,TraesCS4D02G222000,high,t,TF
C3H,TraesCS5A02G121100,high,t,TF
C3H,TraesCS5A02G143400,high,t,TF
C3H,TraesCS5A02G267500,high,t,TF
C3H,TraesCS5A02G423300,high,t,TF
C3H,TraesCS5A02G488700,high,t,TF
C3H,TraesCS5B02G113400,high,t,TF
C3H,TraesCS5B02G142300,high,t,TF
C3H,TraesCS5B02G425300,high,t,TF
C3H,TraesCS5B02G502600,high,t,TF
C3H,TraesCS5D02G119200,high,t,TF
C3H,TraesCS5D02G148600,high,t,TF
C3H,TraesCS5D02G275300,high,t,TF
C3H,TraesCS5D02G431900,high,t,TF
C3H,TraesCS5D02G503700,high,t,TF
C3H,TraesCS6A02G166700,high,t,TF
C3H,TraesCS6A02G166900,high,t,TF
C3H,TraesCS6A02G282000,high,t,TF
C3H,TraesCS6A02G340600,high,t,TF
C3H,TraesCS6B02G194100,high,t,TF
C3H,TraesCS6B02G194200,high,t,TF
C3H,TraesCS6B02G194300,high,t,TF
C3H,TraesCS6B02G296000,high,t,TF
C3H,TraesCS6B02G310500,high,t,TF
C3H,TraesCS6B02G372100,high,t,TF
C3H,TraesCS6D02G155200,high,t,TF
C3H,TraesCS6D02G155300,high,t,TF
C3H,TraesCS6D02G155400,high,t,TF
C3H,TraesCS6D02G262500,high,t,TF
C3H,TraesCS6D02G321200,high,t,TF
C3H,TraesCS7A02G228200,high,t,TF
C3H,TraesCS7A02G298900,high,t,TF
C3H,TraesCS7A02G402300,high,t,TF
C3H,TraesCS7B02G187100,high,t,TF
C3H,TraesCS7B02G191500,high,t,TF
C3H,TraesCS7B02G302400,high,t,TF
C3H,TraesCS7D02G226400,high,t,TF
C3H,TraesCS7D02G294600,high,t,TF
C3H,TraesCS7D02G396100,high,t,TF
CAMTA,TraesCS2B02G254000,high,f,TF
CAMTA,TraesCS2A02G163000,high,t,TF
CAMTA,TraesCS2A02G229400,high,t,TF
CAMTA,TraesCS2A02G283800,high,t,TF
CAMTA,TraesCS2B02G188800,high,t,TF
CAMTA,TraesCS2B02G300800,high,t,TF
CAMTA,TraesCS2D02G169900,high,t,TF
CAMTA,TraesCS2D02G237300,high,t,TF
CAMTA,TraesCS2D02G282800,high,t,TF
CAMTA,TraesCS3A02G433300,high,t,TF
CAMTA,TraesCS3B02G469100,high,t,TF
CAMTA,TraesCS3D02G426700,high,t,TF
CAMTA,TraesCS4A02G407100,high,t,TF
CAMTA,TraesCS4B02G306300,high,t,TF
CAMTA,TraesCS4D02G304500,high,t,TF
CAMTA,TraesCS5B02G521100,high,t,TF
CCAAT-Dr1,TraesCS1A02G288500,high,t,TF
CCAAT-Dr1,TraesCS1A02G411700,high,t,TF
CCAAT-Dr1,TraesCS1B02G297900,high,t,TF
CCAAT-Dr1,TraesCS1B02G442000,high,t,TF
CCAAT-Dr1,TraesCS1D02G287500,high,t,TF
CCAAT-Dr1,TraesCS1D02G419500,high,t,TF
CCAAT-Dr1,TraesCS2A02G173500,high,t,TF
CCAAT-Dr1,TraesCS2A02G359400,high,t,TF
CCAAT-Dr1,TraesCS2B02G199800,high,t,TF
